,doc_name,download_link,filing_date,folder_link,folder_name,submitter_category,submitter_name
498,C08997-19 TOTAL IR 3.17.e Attachment - ENB VL Report - A7J5T7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974073,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974655,C08997 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 3 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
499,C08997-20 TOTAL IR 3.17.f Attachment - Beta - A7J5T8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974455,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974655,C08997 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 3 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
501,C08996-1 Letter to CER re Enbridge Response to CCRL and FCL IR No. 3 - A7J5R5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974182,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974181,C08996 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 3 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
502,C08996-2 Enbridge Response to CCRL and FCL IR No. 3 - A7J5R6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974183,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974181,C08996 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 3 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
503,C08996-3 CCRL and FCL IR 3.05.a Attachment - Proxy Group Data - A7J5R7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974184,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974181,C08996 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 3 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
505,C08995-1 Letter to CER re Enbridge Response to Valero IR No. 2 - A7J5R2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974652,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974651,C08995 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Valero Energy Inc. (“Valero”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
506,C08995-2 Enbridge Response to Valero IR No. 2 - A7J5R3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974653,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974651,C08995 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Valero Energy Inc. (“Valero”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
508,C08994-1 Letter to CER re Enbridge Response to TOTAL IR No. 2 - A7J5L7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974564,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
509,C08994-2 Enbridge Response to TOTAL IR No. 2 - A7J5L8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974565,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
510,C08994-3 TOTAL IR 2.04.t Attachment - 2019 Terminal Transfer Rates - A7J5L9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974566,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
511,C08994-4 TOTAL IR 2.04.x Attachment - Illustrative VOL Tab of Mainline Contracting Model for 2011-2021 - A7J5Q0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974567,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
512,C08994-5 TOTAL IR 2.21.b Attachment - MPLX PE Chart - A7J5Q1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974749,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
513,C08994-6 TOTAL IR 2.21.g Attachment - PSXP PE Chart - A7J5Q2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974750,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
514,C08994-7 TOTAL IR 2.22.a Attachment - Value Line Growth Estimates Primary Proxy Group - A7J5Q3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974751,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
515,C08994-8 TOTAL IR 2.22.b Attachment - Value Line Growth Estimates Expanded Proxy Group - A7J5Q4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974752,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
516,C08994-9 TOTAL IR 2.23.a Attachment 1 – Dividend and Share Price Data - A7J5Q5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974753,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
517,C08994-10 TOTAL IR 2.23.a Attachment 2 - Yahoo Earnings Growth Reports - A7J5Q6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974754,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
518,C08994-11 TOTAL IR 2.23.a Attachment 3 - Zacks Earnings Growth Rates - A7J5Q7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974755,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
519,C08994-12 TOTAL IR 2.24.a Attachment - CAPM Data - A7J5Q8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974756,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
520,C08994-13 TOTAL IR 2.24.b Attachment - Enbridge Cost of Equity Models - A7J5Q9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974757,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
521,C08994-14 TOTAL IR 2.28.c Attachment - EPI Debt and Equity Transactions - A7J5R0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974649,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974563,C08994 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Total E-P Canada (“TOTAL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
523,C08993-1 Letter to CER re Enbridge Response to Saskatchewan IR No. 2 - A7J5L4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974264,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974180,C08993 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Government of Saskatchewan (“Saskatchewan”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
524,C08993-2 Enbridge Response to Saskatchewan IR No. 2 - A7J5L5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974265,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974180,C08993 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Government of Saskatchewan (“Saskatchewan”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
526,C08992-1 Letter to CER re Enbridge Response to Phillips 66 IR No. 2 - A7J5L1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974377,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974066,C08992 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Phillips 66 Canada (“Phillips 66”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
527,C08992-2 Enbridge Response to Phillips 66 IR No. 2 - A7J5L2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974378,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974066,C08992 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Phillips 66 Canada (“Phillips 66”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
529,C08990-1 Letter to CER re Enbridge Response to MEG IR No. 2 - A7J5K3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974177,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974176,C08990 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from MEG Energy Corp. (“MEG”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
530,C08990-2 Enbridge Response to MEG IR No. 2 - A7J5K4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974178,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974176,C08990 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from MEG Energy Corp. (“MEG”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
532,C08989-1 Letter to CER re Enbridge Response to IPL IR No. 2 - A7J5K0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974173,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974448,C08989 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Inter Pipeline Ltd. (“IPL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
533,C08989-2 Enbridge Response to IPL IR No. 2 - A7J5K1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974174,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974448,C08989 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Inter Pipeline Ltd. (“IPL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
535,C08988-1 Letter to CER re Enbridge Response to EPAC IR No. 2 - A7J5J7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974261,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974447,C08988 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from The Explorers and Producers Association of Canada (“EPAC”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
536,C08988-2 Enbridge Response to EPAC IR No. 2 - A7J5J8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974262,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974447,C08988 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from The Explorers and Producers Association of Canada (“EPAC”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
538,C08987-1 Letter to CER re Enbridge Response to ConocoPhillips IR No. 2 - A7J5J4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974170,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974169,C08987 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from ConocoPhillips Canada,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
539,C08987-2 Enbridge Response to ConocoPhillips IR No. 2 - A7J5J5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974171,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974169,C08987 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from ConocoPhillips Canada,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
541,C08986-1 Letter to CER re Enbridge Response to Cenovus IR No. 2 - A7J5I9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974743,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974376,C08986 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Cenovus Energy Inc. (“Cenovus”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
542,C08986-2 Enbridge Response to Cenovus IR No.  2 - A7J5J0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974744,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974376,C08986 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Cenovus Energy Inc. (“Cenovus”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
543,C08986-3 Cenovus IR 2.8.a Attachment - Sustainment Capital Expenditures - A7J5J1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974745,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974376,C08986 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Cenovus Energy Inc. (“Cenovus”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
544,C08986-4 Cenovus IR 2.8.b Attachment - Sustainment Retirements - A7J5J2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974746,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974376,C08986 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Cenovus Energy Inc. (“Cenovus”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
546,C08985-1 Letter to CER re Enbridge Response to CER IR No. 4 - A7J5H4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974742,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
547,C08985-2 Enbridge Response to CER IR No. 4 - A7J5H6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974363,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
548,C08985-3 CER IR 4.3 Attachment - Market Clearing Price in the Secondary Market - A7J5H7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974364,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
549,C08985-4 CER IR 4.4.a Attachment - Linear Regression Results - A7J5H9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974365,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
550,C08985-5 CER IR 4.4.d Attachment – CTS versus Mainline Contracting Toll Increase Variance - A7J5I0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974366,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
551,C08985-6 CER IR 4.5 Attachment - Summary of Stakeholders Involved in Negotiations - A7J5I1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974367,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
552,C08985-7 CER IR 4.8.a Attachment – Enbridge Downstream Pipeline Data - A7J5I2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974368,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
553,C08985-8 CER IR 4.11.a Attachment - Illustrations of Crude Transportation Costs - A7J5I3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974369,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
554,C08985-9 CER IR 4.11.b Attachment - Response to CER IR 2.20.a Revised to Include Mainline Contracting - A7J5I4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974370,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
555,C08985-10 CER IR 4.11.c Attachment - Illustration of Heavy Crude Oil Netbacks with Mainline Contracting and Updated Tolls - A7J5I5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974371,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974446,C08985 Enbridge Pipelines Inc. - Enbridge Response to Canada Energy Regulator Information Request No. 4,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
557,C08984-1 Letter to CER re Enbridge Response to CCRL and FCL IR No. 2 - A7J5H3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974167,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974741,C08984 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
558,C08984-2 Enbridge Response to CCRL and FCL IR No. 2 - A7J5H5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974168,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974741,C08984 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
559,C08984-3 CCRL and FCL IR 2.11.a Attachment – Preliminary HHI Source Documents and Calculations - A7J5H8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974373,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974741,C08984 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
560,C08984-4 CCRL and FCL IR 2.25.a Attachment - Monthly Historical Throughput in E2H and Short Haul Segments (2019-2020) - A7J5I6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3974374,2020-10-20,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3974741,C08984 Enbridge Pipelines Inc. - Enbridge Response to Information Request No. 2 from Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited (“CCRL and FCL”),B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
562,C08566-1 Letter to CER re Enbridge Response to CNRL Motion to Dismiss Application - A7I8C6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3969586,2020-09-28,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3970463,C08566 Enbridge Pipelines Inc. - Enbridge Response to CNRL Application for Summary Dismissal of Enbridge Canadian Mainline Contracting Application,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
564,C08319-1 Letter to CER re Enbridge Response to CER Ruling No. 2 - A7I4W8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966012,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
565,C08319-2 Enbridge Revised Response to CCRL and FCL IR No. 1 - A7I4W9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3962668,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
566,C08319-3 Enbridge Revised Response to Phillips 66 IR No. 1 - A7I4X0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3962669,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
567,C08319-4 Phillips 66 Revised IR 1.11.h Attachment - Producer Requirements Contract compared to Flex Service Term_Uncommitted Service - A7I4X1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966013,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
568,C08319-5 Phillips 66 Revised IR 1.11.i Attachment - Take or Pay (Crude Oil) TSA compared to Flex Service Term_Uncommitted Service - A7I4X2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966212,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
569,C08319-6 Phillips 66 Revised IR 1.11.j Attachment - Comparison of Producer Requirements Contract to Crude Oil Take or Pay Contract - A7I4X3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966014,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
570,C08319-7 Enbridge Revised Response to Suncor IR No. 1 - A7I4X4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966213,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
571,C08319-8 Suncor Revised IR 1.9.b Attachment 1 - Line 6B Integrity Project Term Sheet - A7I4X5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3962670,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
572,C08319-9 Suncor Revised IR 1.9.b Attachment 2 - Line 6B Replacement and Dig Program Project Term Sheet - A7I4X6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3962350,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
573,C08319-10 Suncor Revised IR 1.9.b Attachment 3 - Eastern Phase 1 Mainline Expansion Term Sheet - A7I4X7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966119,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
574,C08319-11 Suncor Revised IR 1.9.b Attachment 4 - Line 14 and Integrity Agreement Commercial Term Sheet - A7I4X8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966120,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
575,C08319-12 Suncor Revised IR 1.9.b Attachment 5 - Update to CAPP Letter of Support for Project 24 2015-16 Mainline Expansions - A7I4X9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3962351,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
576,C08319-13 Suncor Revised IR 1.13.b Attachment 1 – System Expansion Project (SEP) I Revenue Requirement Calculation - A7I4Y0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3966015,2020-09-15,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3966307,C08319 Enbridge Pipelines Inc. - Enbridge Response to CER Ruling No.2 – Motions to Compel a Response to Intervenor IR No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
